Date,Branch,Customer type,Gender,Product line,Unit price,Quantity,Payment,Rating,Sales
27/06/24,Brooklyn,Non-member,Male,Food & Beverages,3.97,4,Credit card,7,15.88
27/06/24,Manhattan,Non-member,Female,Food & Beverages,3.17,3,Ewallet,7,9.51
27/06/24,Queens,Non-member,Male,Fashion & Accs,11.26,3,Cash,4,33.78
27/06/24,Brooklyn,Non-member,Male,Food & Beverages,5.07,5,Credit card,9,25.35
27/06/24,Brooklyn,Non-member,Male,Health & Beauty,24.74,2,Cash,8,49.48
27/06/24,Queens,Member,Female,Sports & Travel,68.47,2,Cash,9,136.94
27/06/24,Brooklyn,Member,Male,Home & Lifestyle,66.2,4,Cash,8,264.8
27/06/24,Manhattan,Non-member,Female,Food & Beverages,4.57,5,Cash,7,22.85
27/06/24,Manhattan,Non-member,Male,Health & Beauty,25.27,2,Ewallet,9,50.54
27/06/24,Brooklyn,Non-member,Female,Food & Beverages,7.47,1,Cash,6,7.47
28/06/24,Brooklyn,Non-member,Male,Health & Beauty,36.47,1,Credit card,8,36.47
28/06/24,Queens,Non-member,Female,Health & Beauty,32.7,3,Credit card,8,98.1
28/06/24,Manhattan,Member,Male,Food & Beverages,5.3,4,Credit card,6,21.2
28/06/24,Queens,Non-member,Male,Health & Beauty,22.77,3,Cash,6,68.31
28/06/24,Manhattan,Non-member,Male,Home & Lifestyle,68.83,4,Credit card,8,275.32
28/06/24,Brooklyn,Non-member,Male,Health & Beauty,30.23,4,Ewallet,7,120.92
28/06/24,Brooklyn,Non-member,Female,Fashion & Accs,5.06,2,Cash,7,10.12
28/06/24,Brooklyn,Member,Female,Health & Beauty,30.28,1,Cash,8,30.28
28/06/24,Brooklyn,Non-member,Female,Sports & Travel,74.92,2,Cash,6,149.84
28/06/24,Manhattan,Non-member,Female,Health & Beauty,30.51,4,Cash,7,122.04
28/06/24,Queens,Member,Female,Food & Beverages,6.35,1,Credit card,7,6.35
28/06/24,Queens,Non-member,Male,Food & Beverages,5.82,2,Credit card,7,11.64
28/06/24,Brooklyn,Non-member,Male,Sports & Travel,45.6,3,Credit card,6,136.8
28/06/24,Brooklyn,Member,Male,Fashion & Accs,14.67,2,Ewallet,7,29.34
28/06/24,Manhattan,Non-member,Male,Fashion & Accs,13.46,1,Credit card,9,13.46
29/06/24,Manhattan,Member,Female,Food & Beverages,6.25,2,Credit card,9,12.5
29/06/24,Brooklyn,Member,Female,Food & Beverages,5.1,1,Ewallet,8,5.1
29/06/24,Brooklyn,Non-member,Female,Food & Beverages,7.09,4,Credit card,5,28.36
29/06/24,Brooklyn,Non-member,Female,Home & Lifestyle,52.1,4,Ewallet,8,208.4
29/06/24,Manhattan,Non-member,Female,Food & Beverages,6.71,3,Ewallet,8,20.13
29/06/24,Manhattan,Non-member,Male,Food & Beverages,6.82,2,Ewallet,8,13.64
29/06/24,Brooklyn,Member,Male,Health & Beauty,36.6,3,Ewallet,8,109.8
29/06/24,Manhattan,Member,Female,Health & Beauty,31.8,2,Ewallet,7,63.6
29/06/24,Queens,Non-member,Female,Home & Lifestyle,68.67,2,Ewallet,8,137.34
29/06/24,Queens,Non-member,Male,Fashion & Accs,17.54,1,Ewallet,6,17.54
29/06/24,Brooklyn,Non-member,Female,Fashion & Accs,17.63,2,Ewallet,5,35.26
29/06/24,Manhattan,Non-member,Male,Home & Lifestyle,63.74,1,Ewallet,7,63.74
29/06/24,Manhattan,Non-member,Male,Health & Beauty,16.96,3,Credit card,6,50.88
29/06/24,Queens,Member,Male,Food & Beverages,6.12,1,Ewallet,8,6.12
30/06/24,Manhattan,Non-member,Female,Food & Beverages,6.13,2,Ewallet,9,12.26
30/06/24,Brooklyn,Member,Female,Food & Beverages,5.02,2,Cash,8,10.04
30/06/24,Queens,Non-member,Female,Food & Beverages,6.69,2,Ewallet,7,13.38
30/06/24,Brooklyn,Member,Male,Fashion & Accs,8.9,1,Cash,9,8.9
30/06/24,Brooklyn,Non-member,Male,Sports & Travel,59.24,2,Credit card,7,118.48
30/06/24,Brooklyn,Member,Male,Health & Beauty,20.84,4,Cash,7,83.36
30/06/24,Queens,Non-member,Female,Home & Lifestyle,53.43,3,Ewallet,9,160.29
30/06/24,Manhattan,Non-member,Female,Home & Lifestyle,54.1,2,Credit card,8,108.2
30/06/24,Queens,Member,Female,Health & Beauty,18.74,2,Cash,8,37.48
30/06/24,Brooklyn,Non-member,Female,Food & Beverages,5.94,4,Ewallet,8,23.76
30/06/24,Brooklyn,Non-member,Male,Health & Beauty,32.61,2,Credit card,7,65.22
30/06/24,Manhattan,Non-member,Male,Food & Beverages,3.73,2,Cash,8,7.46
07/01/24,Brooklyn,Non-member,Female,Food & Beverages,3.96,2,Ewallet,7,7.92
07/01/24,Queens,Member,Male,Health & Beauty,32.14,1,Cash,7,32.14
07/01/24,Brooklyn,Non-member,Male,Fashion & Accs,12.4,1,Ewallet,6,12.4
07/01/24,Queens,Non-member,Female,Home & Lifestyle,63.54,4,Cash,7,254.16
07/01/24,Brooklyn,Non-member,Male,Food & Beverages,3.36,3,Cash,6,10.08
07/01/24,Brooklyn,Member,Male,Electronics,85.1,1,Ewallet,8,85.1
07/01/24,Brooklyn,Member,Female,Food & Beverages,6.68,2,Credit card,8,13.36
07/01/24,Brooklyn,Non-member,Female,Food & Beverages,6.36,3,Ewallet,7,19.08
07/01/24,Manhattan,Non-member,Male,Food & Beverages,7.8,2,Ewallet,8,15.6
07/01/24,Brooklyn,Non-member,Male,Food & Beverages,6.02,2,Credit card,8,12.04
07/01/24,Manhattan,Non-member,Female,Fashion & Accs,14.14,2,Ewallet,5,28.28
07/01/24,Brooklyn,Non-member,Female,Fashion & Accs,19.42,3,Cash,5,58.26
07/01/24,Queens,Non-member,Female,Food & Beverages,6.74,2,Ewallet,6,13.48
07/01/24,Manhattan,Non-member,Female,Health & Beauty,32.94,3,Ewallet,7,98.82
07/01/24,Manhattan,Non-member,Male,Food & Beverages,2.75,6,Credit card,7,16.5
07/01/24,Manhattan,Non-member,Female,Home & Lifestyle,51.31,1,Cash,6,51.31
07/01/24,Queens,Non-member,Male,Food & Beverages,4.88,3,Ewallet,7,14.64
07/02/24,Queens,Member,Male,Health & Beauty,26.23,3,Cash,8,78.69
07/02/24,Queens,Non-member,Male,Sports & Travel,71.67,1,Cash,7,71.67
07/02/24,Queens,Non-member,Female,Home & Lifestyle,56.04,4,Cash,7,224.16
07/02/24,Manhattan,Non-member,Female,Food & Beverages,4.29,4,Ewallet,6,17.16
07/02/24,Brooklyn,Non-member,Male,Food & Beverages,6,3,Cash,7,18
07/02/24,Manhattan,Non-member,Male,Home & Lifestyle,61.04,5,Credit card,7,305.2
07/02/24,Manhattan,Non-member,Female,Food & Beverages,3.46,3,Credit card,6,10.38
07/02/24,Manhattan,Member,Female,Electronics,96.28,2,Ewallet,8,192.56
07/02/24,Manhattan,Member,Male,Food & Beverages,4.14,4,Ewallet,7,16.56
07/02/24,Brooklyn,Non-member,Male,Food & Beverages,4.55,2,Ewallet,7,9.1
07/03/24,Brooklyn,Member,Female,Food & Beverages,6.32,5,Cash,7,31.6
07/03/24,Queens,Non-member,Female,Food & Beverages,7.28,4,Cash,7,29.12
07/03/24,Queens,Non-member,Male,Health & Beauty,33.32,4,Ewallet,6,133.28
07/03/24,Brooklyn,Non-member,Female,Food & Beverages,4.35,1,Cash,6,4.35
07/03/24,Queens,Member,Female,Food & Beverages,3.59,2,Cash,7,7.18
07/03/24,Brooklyn,Non-member,Female,Health & Beauty,29.56,2,Credit card,7,59.12
07/03/24,Brooklyn,Non-member,Female,Food & Beverages,6.55,3,Cash,7,19.65
07/03/24,Brooklyn,Non-member,Male,Food & Beverages,4.28,2,Credit card,6,8.56
07/03/24,Manhattan,Non-member,Male,Home & Lifestyle,70.27,4,Credit card,8,281.08
07/03/24,Manhattan,Non-member,Male,Food & Beverages,6.09,2,Cash,7,12.18
07/03/24,Manhattan,Member,Female,Fashion & Accs,13.06,1,Credit card,8,13.06
07/03/24,Brooklyn,Non-member,Female,Health & Beauty,34.74,3,Ewallet,8,104.22
07/03/24,Manhattan,Member,Male,Health & Beauty,33.43,3,Credit card,7,100.29
07/03/24,Brooklyn,Non-member,Male,Health & Beauty,26.12,3,Credit card,8,78.36
07/03/24,Queens,Non-member,Female,Food & Beverages,7.73,8,Ewallet,9,61.84
07/03/24,Manhattan,Non-member,Male,Food & Beverages,5.8,3,Ewallet,7,17.4
07/04/24,Brooklyn,Non-member,Male,Health & Beauty,38.86,2,Cash,7,77.72
07/04/24,Brooklyn,Non-member,Male,Home & Lifestyle,63.94,4,Cash,6,255.76
07/04/24,Queens,Non-member,Female,Sports & Travel,69.12,1,Credit card,8,69.12
07/04/24,Manhattan,Non-member,Female,Fashion & Accs,12.47,3,Cash,6,37.41
07/04/24,Brooklyn,Non-member,Female,Food & Beverages,4.84,1,Credit card,6,4.84
07/04/24,Manhattan,Non-member,Male,Food & Beverages,2.57,2,Cash,8,5.14
07/04/24,Manhattan,Non-member,Male,Food & Beverages,7.81,3,Cash,6,23.43
07/04/24,Brooklyn,Non-member,Male,Food & Beverages,7.05,4,Credit card,7,28.2
07/04/24,Queens,Non-member,Female,Food & Beverages,4.33,2,Credit card,7,8.66
07/04/24,Manhattan,Non-member,Female,Sports & Travel,62.05,1,Cash,7,62.05
07/04/24,Manhattan,Member,Female,Home & Lifestyle,73.54,3,Ewallet,7,220.62
07/05/24,Brooklyn,Non-member,Male,Food & Beverages,7.25,2,Ewallet,7,14.5
07/05/24,Manhattan,Non-member,Male,Health & Beauty,22.46,4,Ewallet,5,89.84
07/05/24,Queens,Non-member,Male,Food & Beverages,7.5,2,Ewallet,8,15
07/05/24,Manhattan,Non-member,Female,Food & Beverages,7.53,2,Ewallet,6,15.06
07/05/24,Brooklyn,Member,Female,Food & Beverages,5.25,1,Ewallet,6,5.25
07/05/24,Queens,Non-member,Female,Health & Beauty,29.87,2,Cash,8,59.74
07/05/24,Manhattan,Non-member,Male,Home & Lifestyle,72.72,1,Cash,7,72.72
07/05/24,Brooklyn,Non-member,Male,Health & Beauty,28.9,3,Credit card,8,86.7
07/05/24,Manhattan,Non-member,Female,Health & Beauty,30.95,3,Ewallet,8,92.85
07/05/24,Brooklyn,Non-member,Female,Home & Lifestyle,65.27,4,Cash,6,261.08
07/05/24,Queens,Non-member,Female,Health & Beauty,16.65,2,Ewallet,6,33.3
07/05/24,Manhattan,Member,Female,Food & Beverages,7.22,6,Credit card,6,43.32
07/05/24,Brooklyn,Non-member,Male,Health & Beauty,27.8,3,Cash,6,83.4
07/05/24,Queens,Non-member,Male,Health & Beauty,32.99,3,Cash,6,98.97
07/05/24,Brooklyn,Non-member,Male,Food & Beverages,6.22,5,Ewallet,8,31.1
07/05/24,Manhattan,Non-member,Female,Sports & Travel,74.49,1,Cash,7,74.49
07/05/24,Manhattan,Non-member,Male,Sports & Travel,58.27,2,Cash,6,116.54
07/06/24,Queens,Non-member,Female,Food & Beverages,3.15,3,Ewallet,6,9.45
07/06/24,Brooklyn,Non-member,Male,Sports & Travel,70.9,1,Credit card,8,70.9
07/06/24,Brooklyn,Non-member,Male,Food & Beverages,4.09,2,Cash,7,8.18
07/06/24,Brooklyn,Member,Male,Home & Lifestyle,70.74,3,Credit card,8,212.22
07/06/24,Manhattan,Member,Male,Health & Beauty,34.91,2,Cash,6,69.82
07/06/24,Brooklyn,Member,Female,Fashion & Accs,18.34,3,Ewallet,7,55.02
07/06/24,Brooklyn,Non-member,Male,Food & Beverages,3.52,2,Ewallet,6,7.04
07/06/24,Manhattan,Member,Female,Food & Beverages,5.38,3,Cash,5,16.14
07/06/24,Manhattan,Non-member,Male,Food & Beverages,2.52,2,Ewallet,8,5.04
07/07/24,Queens,Non-member,Male,Food & Beverages,6.29,3,Ewallet,6,18.87
07/07/24,Brooklyn,Non-member,Male,Health & Beauty,22.56,1,Ewallet,6,22.56
07/07/24,Manhattan,Member,Female,Health & Beauty,29.69,2,Cash,6,59.38
07/07/24,Brooklyn,Non-member,Male,Fashion & Accs,11.74,2,Cash,6,23.48
07/07/24,Manhattan,Member,Male,Home & Lifestyle,55.23,5,Cash,8,276.15
07/07/24,Queens,Non-member,Female,Food & Beverages,6.89,2,Cash,8,13.78
07/07/24,Manhattan,Non-member,Female,Food & Beverages,3.37,5,Credit card,5,16.85
07/07/24,Manhattan,Non-member,Male,Food & Beverages,5.05,2,Cash,7,10.1
07/07/24,Queens,Non-member,Female,Food & Beverages,4.17,2,Credit card,6,8.34
07/07/24,Manhattan,Non-member,Male,Health & Beauty,32.61,3,Cash,5,97.83
07/07/24,Brooklyn,Non-member,Male,Food & Beverages,3.44,2,Ewallet,6,6.88
07/07/24,Queens,Non-member,Female,Food & Beverages,4.01,4,Ewallet,8,16.04
07/07/24,Manhattan,Non-member,Female,Home & Lifestyle,65.05,5,Ewallet,6,325.25
07/07/24,Brooklyn,Member,Female,Food & Beverages,6.83,4,Cash,7,27.32
07/08/24,Manhattan,Member,Female,Sports & Travel,59.69,1,Cash,5,59.69
07/08/24,Manhattan,Non-member,Male,Health & Beauty,32.43,1,Ewallet,9,32.43
07/08/24,Queens,Non-member,Female,Food & Beverages,5.49,1,Credit card,7,5.49
07/08/24,Queens,Non-member,Female,Food & Beverages,4.84,4,Credit card,6,19.36
07/08/24,Brooklyn,Member,Male,Fashion & Accs,9.08,1,Cash,6,9.08
07/08/24,Manhattan,Non-member,Female,Health & Beauty,28.72,2,Cash,7,57.44
07/08/24,Brooklyn,Non-member,Male,Food & Beverages,3.78,2,Ewallet,9,7.56
07/08/24,Brooklyn,Non-member,Male,Home & Lifestyle,54.4,2,Credit card,7,108.8
07/08/24,Brooklyn,Non-member,Female,Food & Beverages,7.5,5,Credit card,7,37.5
07/08/24,Brooklyn,Non-member,Male,Electronics,95,1,Credit card,6,95
07/08/24,Brooklyn,Member,Female,Home & Lifestyle,61.86,4,Credit card,7,247.44
07/08/24,Brooklyn,Non-member,Female,Food & Beverages,3.17,4,Cash,7,12.68
07/08/24,Queens,Non-member,Female,Health & Beauty,35.35,1,Cash,7,35.35
07/08/24,Manhattan,Member,Female,Fashion & Accs,16.06,3,Cash,6,48.18
07/08/24,Manhattan,Non-member,Male,Fashion & Accs,14.21,3,Ewallet,6,42.63
07/09/24,Queens,Member,Female,Health & Beauty,28.49,4,Ewallet,7,113.96
07/09/24,Queens,Non-member,Male,Food & Beverages,5.43,3,Cash,6,16.29
07/09/24,Manhattan,Non-member,Male,Food & Beverages,2.88,1,Ewallet,9,2.88
07/09/24,Manhattan,Member,Female,Food & Beverages,7.61,4,Cash,7,30.44
07/09/24,Manhattan,Non-member,Female,Food & Beverages,7.17,3,Cash,7,21.51
07/09/24,Brooklyn,Member,Female,Home & Lifestyle,53.9,5,Cash,5,269.5
07/09/24,Brooklyn,Non-member,Male,Food & Beverages,6.43,1,Cash,7,6.43
07/09/24,Brooklyn,Non-member,Male,Food & Beverages,7.14,5,Credit card,7,35.7
07/09/24,Manhattan,Non-member,Male,Sports & Travel,56.93,3,Ewallet,7,170.79
07/09/24,Queens,Non-member,Male,Food & Beverages,3.58,6,Cash,6,21.48
07/09/24,Brooklyn,Non-member,Male,Health & Beauty,38.74,1,Cash,5,38.74
07/09/24,Brooklyn,Non-member,Female,Food & Beverages,4.15,2,Cash,6,8.3
07/09/24,Brooklyn,Non-member,Male,Health & Beauty,31.21,2,Ewallet,6,62.42
07/09/24,Manhattan,Non-member,Male,Food & Beverages,4.51,7,Ewallet,7,31.57
07/09/24,Brooklyn,Non-member,Female,Food & Beverages,5.46,3,Ewallet,7,16.38
07/09/24,Brooklyn,Member,Female,Food & Beverages,3.14,4,Credit card,6,12.56
07/09/24,Manhattan,Non-member,Female,Fashion & Accs,12.21,2,Ewallet,5,24.42
07/09/24,Queens,Member,Female,Food & Beverages,6.6,6,Credit card,7,39.6
07/10/24,Brooklyn,Non-member,Female,Fashion & Accs,7.79,1,Ewallet,6,7.79
07/10/24,Brooklyn,Non-member,Male,Health & Beauty,26.49,3,Ewallet,7,79.47
07/10/24,Queens,Non-member,Male,Sports & Travel,50.63,2,Ewallet,7,101.26
07/10/24,Queens,Non-member,Female,Health & Beauty,26.91,1,Cash,7,26.91
07/10/24,Manhattan,Non-member,Male,Home & Lifestyle,65.61,4,Cash,8,262.44
07/10/24,Queens,Non-member,Female,Food & Beverages,6.96,1,Ewallet,7,6.96
07/10/24,Brooklyn,Non-member,Male,Health & Beauty,36.68,2,Ewallet,6,73.36
07/10/24,Queens,Non-member,Female,Home & Lifestyle,54.82,3,Cash,5,164.46
07/10/24,Queens,Member,Female,Food & Beverages,5.59,3,Cash,7,16.77
07/10/24,Queens,Non-member,Male,Health & Beauty,29.13,3,Cash,6,87.39
07/10/24,Manhattan,Non-member,Male,Food & Beverages,7.58,2,Credit card,7,15.16
07/10/24,Brooklyn,Member,Female,Food & Beverages,4.73,1,Credit card,6,4.73
07/11/24,Brooklyn,Member,Male,Food & Beverages,5.65,3,Cash,8,16.95
07/11/24,Brooklyn,Non-member,Female,Electronics,93.36,2,Ewallet,6,186.72
07/11/24,Manhattan,Member,Male,Food & Beverages,4.24,4,Cash,6,16.96
07/11/24,Brooklyn,Member,Female,Home & Lifestyle,54.19,3,Ewallet,7,162.57
07/11/24,Manhattan,Non-member,Female,Food & Beverages,4.74,3,Ewallet,6,14.22
07/11/24,Brooklyn,Non-member,Male,Fashion & Accs,19.71,1,Cash,7,19.71
07/11/24,Brooklyn,Non-member,Female,Sports & Travel,67.46,2,Credit card,6,134.92
07/11/24,Brooklyn,Member,Female,Food & Beverages,7.24,2,Credit card,8,14.48
07/11/24,Queens,Non-member,Female,Food & Beverages,6.3,3,Ewallet,9,18.9
07/11/24,Manhattan,Non-member,Male,Food & Beverages,7.27,2,Cash,6,14.54
07/12/24,Manhattan,Non-member,Male,Electronics,91.82,2,Credit card,6,183.64
07/12/24,Brooklyn,Non-member,Female,Food & Beverages,2.39,2,Credit card,8,4.78
07/12/24,Brooklyn,Non-member,Female,Home & Lifestyle,72.42,4,Cash,6,289.68
07/12/24,Manhattan,Non-member,Male,Home & Lifestyle,61.39,4,Credit card,5,245.56
07/12/24,Brooklyn,Non-member,Female,Electronics,81.42,2,Credit card,6,162.84
07/12/24,Brooklyn,Non-member,Female,Health & Beauty,26.85,2,Ewallet,6,53.7
07/12/24,Queens,Non-member,Female,Health & Beauty,27.29,2,Ewallet,6,54.58
07/12/24,Queens,Non-member,Male,Electronics,85.6,2,Ewallet,5,171.2
07/12/24,Manhattan,Member,Female,Food & Beverages,7.82,3,Cash,7,23.46
07/12/24,Brooklyn,Non-member,Male,Health & Beauty,33.1,3,Credit card,5,99.3
07/12/24,Manhattan,Non-member,Male,Food & Beverages,3.01,2,Cash,7,6.02
07/12/24,Manhattan,Non-member,Female,Food & Beverages,5.16,3,Credit card,8,15.48
07/12/24,Brooklyn,Non-member,Male,Food & Beverages,7.64,2,Credit card,7,15.28
07/12/24,Queens,Member,Male,Food & Beverages,7.36,3,Cash,7,22.08
07/12/24,Brooklyn,Non-member,Male,Food & Beverages,3.88,3,Credit card,8,11.64
13/07/24,Brooklyn,Member,Female,Food & Beverages,5.53,3,Ewallet,8,16.59
13/07/24,Brooklyn,Non-member,Female,Sports & Travel,72.39,1,Ewallet,5,72.39
13/07/24,Brooklyn,Member,Female,Fashion & Accs,12.38,3,Ewallet,7,37.14
13/07/24,Queens,Non-member,Female,Food & Beverages,6.27,2,Cash,7,12.54
13/07/24,Queens,Member,Female,Sports & Travel,67.06,1,Credit card,6,67.06
13/07/24,Manhattan,Non-member,Male,Food & Beverages,7.21,6,Ewallet,7,43.26
13/07/24,Queens,Non-member,Male,Fashion & Accs,17.47,1,Cash,6,17.47
13/07/24,Brooklyn,Non-member,Female,Health & Beauty,32.79,1,Credit card,5,32.79
13/07/24,Queens,Non-member,Male,Home & Lifestyle,52.31,2,Ewallet,6,104.62
13/07/24,Queens,Non-member,Male,Fashion & Accs,14.75,1,Ewallet,7,14.75
13/07/24,Manhattan,Non-member,Female,Food & Beverages,6.81,2,Cash,9,13.62
13/07/24,Manhattan,Member,Male,Health & Beauty,24.85,2,Cash,7,49.7
13/07/24,Manhattan,Member,Female,Health & Beauty,21.5,2,Ewallet,9,43
13/07/24,Manhattan,Member,Female,Health & Beauty,32.38,4,Credit card,7,129.52
13/07/24,Manhattan,Non-member,Female,Fashion & Accs,13.13,3,Cash,8,39.39
14/07/24,Queens,Non-member,Female,Food & Beverages,5.36,3,Credit card,9,16.08
14/07/24,Queens,Non-member,Female,Food & Beverages,4.7,3,Credit card,8,14.1
14/07/24,Brooklyn,Non-member,Male,Health & Beauty,25.37,2,Cash,5,50.74
14/07/24,Brooklyn,Member,Female,Food & Beverages,6.2,1,Cash,8,6.2
14/07/24,Manhattan,Member,Female,Home & Lifestyle,73.55,5,Credit card,7,367.75
14/07/24,Queens,Member,Male,Food & Beverages,5.99,3,Cash,7,17.97
14/07/24,Queens,Non-member,Female,Food & Beverages,4.32,5,Ewallet,6,21.6
14/07/24,Manhattan,Non-member,Female,Food & Beverages,7.9,1,Cash,8,7.9
14/07/24,Manhattan,Member,Female,Food & Beverages,7.14,3,Ewallet,8,21.42
14/07/24,Brooklyn,Non-member,Female,Health & Beauty,31.07,2,Cash,6,62.14
15/07/24,Brooklyn,Member,Female,Fashion & Accs,13.83,3,Cash,7,41.49
15/07/24,Manhattan,Non-member,Female,Food & Beverages,6.94,2,Cash,7,13.88
15/07/24,Brooklyn,Non-member,Male,Health & Beauty,30.64,1,Cash,5,30.64
15/07/24,Manhattan,Non-member,Female,Food & Beverages,7.56,2,Ewallet,7,15.12
15/07/24,Manhattan,Member,Male,Electronics,94.92,1,Cash,9,94.92
15/07/24,Brooklyn,Non-member,Male,Health & Beauty,30.64,3,Credit card,5,91.92
15/07/24,Manhattan,Member,Female,Health & Beauty,28.23,4,Ewallet,8,112.92
15/07/24,Brooklyn,Non-member,Female,Electronics,96.01,1,Credit card,8,96.01
15/07/24,Manhattan,Non-member,Female,Food & Beverages,5.64,4,Credit card,8,22.56
16/07/24,Brooklyn,Member,Male,Food & Beverages,5.45,1,Ewallet,7,5.45
16/07/24,Brooklyn,Non-member,Male,Food & Beverages,3.53,2,Cash,7,7.06
16/07/24,Queens,Non-member,Male,Fashion & Accs,5.37,2,Cash,6,10.74
16/07/24,Queens,Non-member,Male,Health & Beauty,27.11,3,Cash,8,81.33
16/07/24,Brooklyn,Non-member,Female,Food & Beverages,5.62,4,Ewallet,7,22.48
16/07/24,Queens,Non-member,Female,Food & Beverages,5.68,5,Cash,5,28.4
16/07/24,Queens,Non-member,Male,Sports & Travel,57.42,2,Credit card,6,114.84
16/07/24,Brooklyn,Member,Female,Health & Beauty,33.9,1,Ewallet,7,33.9
16/07/24,Brooklyn,Non-member,Female,Food & Beverages,3.83,5,Cash,6,19.15
16/07/24,Brooklyn,Member,Male,Health & Beauty,39.62,1,Cash,6,39.62
17/07/24,Brooklyn,Non-member,Male,Food & Beverages,5.41,2,Ewallet,6,10.82
17/07/24,Manhattan,Member,Female,Food & Beverages,7.22,4,Cash,7,28.88
17/07/24,Queens,Non-member,Male,Food & Beverages,5.01,3,Cash,7,15.03
17/07/24,Queens,Non-member,Male,Food & Beverages,5.9,4,Credit card,7,23.6
17/07/24,Manhattan,Non-member,Male,Food & Beverages,6.03,5,Cash,8,30.15
17/07/24,Manhattan,Non-member,Male,Food & Beverages,6.42,1,Ewallet,6,6.42
17/07/24,Manhattan,Non-member,Male,Health & Beauty,29.12,3,Cash,6,87.36
17/07/24,Queens,Non-member,Male,Food & Beverages,2.34,4,Credit card,9,9.36
17/07/24,Brooklyn,Non-member,Female,Food & Beverages,3.43,4,Ewallet,8,13.72
17/07/24,Brooklyn,Non-member,Male,Food & Beverages,6.57,2,Ewallet,6,13.14
17/07/24,Manhattan,Member,Female,Sports & Travel,73.4,2,Credit card,8,146.8
17/07/24,Manhattan,Non-member,Female,Fashion & Accs,15.82,1,Cash,8,15.82
18/07/24,Brooklyn,Member,Female,Sports & Travel,58.14,2,Credit card,7,116.28
18/07/24,Brooklyn,Member,Male,Food & Beverages,6.1,1,Ewallet,7,6.1
18/07/24,Brooklyn,Member,Female,Fashion & Accs,6.81,2,Ewallet,8,13.62
18/07/24,Manhattan,Non-member,Male,Food & Beverages,7.11,3,Credit card,7,21.33
18/07/24,Manhattan,Non-member,Male,Food & Beverages,4.79,3,Ewallet,6,14.37
18/07/24,Brooklyn,Member,Male,Health & Beauty,33.2,3,Cash,7,99.6
18/07/24,Manhattan,Member,Male,Home & Lifestyle,69.74,4,Credit card,6,278.96
18/07/24,Brooklyn,Non-member,Female,Sports & Travel,61.82,2,Credit card,8,123.64
18/07/24,Manhattan,Non-member,Female,Home & Lifestyle,49.71,2,Ewallet,6,99.42
18/07/24,Queens,Non-member,Male,Food & Beverages,2.98,3,Cash,6,8.94
18/07/24,Manhattan,Non-member,Female,Food & Beverages,5.29,5,Ewallet,6,26.45
18/07/24,Brooklyn,Member,Female,Home & Lifestyle,68.19,2,Cash,6,136.38
18/07/24,Manhattan,Member,Male,Food & Beverages,6.49,2,Credit card,9,12.98
18/07/24,Manhattan,Member,Female,Fashion & Accs,14.32,3,Cash,7,42.96
18/07/24,Manhattan,Member,Female,Fashion & Accs,15.19,2,Credit card,7,30.38
19/07/24,Manhattan,Member,Female,Food & Beverages,3.24,2,Credit card,8,6.48
19/07/24,Manhattan,Member,Male,Food & Beverages,6.69,3,Credit card,7,20.07
19/07/24,Manhattan,Member,Male,Food & Beverages,6.78,3,Credit card,8,20.34
19/07/24,Brooklyn,Non-member,Male,Food & Beverages,2.69,1,Cash,6,2.69
19/07/24,Brooklyn,Member,Female,Home & Lifestyle,68.73,2,Credit card,6,137.46
19/07/24,Manhattan,Non-member,Male,Food & Beverages,2.68,4,Cash,8,10.72
19/07/24,Brooklyn,Non-member,Female,Food & Beverages,5.45,3,Cash,8,16.35
19/07/24,Manhattan,Non-member,Female,Home & Lifestyle,56.98,4,Credit card,8,227.92
19/07/24,Manhattan,Non-member,Female,Health & Beauty,16.87,3,Credit card,5,50.61
19/07/24,Queens,Member,Male,Food & Beverages,7.4,5,Ewallet,8,37
20/07/24,Manhattan,Non-member,Male,Food & Beverages,5.17,3,Cash,7,15.51
20/07/24,Manhattan,Non-member,Male,Health & Beauty,27.52,2,Ewallet,7,55.04
20/07/24,Manhattan,Member,Female,Health & Beauty,38.89,2,Ewallet,6,77.78
20/07/24,Queens,Non-member,Male,Food & Beverages,6.68,3,Credit card,6,20.04
20/07/24,Queens,Non-member,Female,Food & Beverages,6.38,4,Cash,6,25.52
20/07/24,Brooklyn,Non-member,Male,Food & Beverages,5.13,1,Credit card,7,5.13
20/07/24,Brooklyn,Member,Female,Health & Beauty,31.79,4,Cash,6,127.16
20/07/24,Manhattan,Non-member,Male,Food & Beverages,4.81,2,Credit card,5,9.62
20/07/24,Manhattan,Member,Male,Food & Beverages,6.23,5,Ewallet,8,31.15
20/07/24,Brooklyn,Non-member,Female,Food & Beverages,6.93,2,Credit card,7,13.86
20/07/24,Queens,Non-member,Male,Food & Beverages,4.08,3,Credit card,7,12.24
20/07/24,Brooklyn,Non-member,Female,Food & Beverages,6.54,3,Cash,8,19.62
20/07/24,Queens,Non-member,Female,Food & Beverages,6.61,2,Ewallet,7,13.22
20/07/24,Manhattan,Non-member,Male,Food & Beverages,5.37,2,Ewallet,7,10.74
20/07/24,Manhattan,Non-member,Male,Sports & Travel,69.46,3,Cash,6,208.38
21/07/24,Manhattan,Non-member,Male,Food & Beverages,5.98,3,Cash,7,17.94
21/07/24,Brooklyn,Non-member,Female,Fashion & Accs,15.16,3,Ewallet,7,45.48
